WG,chapter,report_page,chapter_page,line,col.index,line_reference,final_text,raw_text
WGI,05,763,91,8,col1,|,"neutral soils, ch4 uptake from the atmosphere is suppressed after","neutral soils, ch4 uptake from the atmosphere is suppressed after_ 2018; see also section 5.6.2.2.4)."
WGI,05,763,91,9,col1,>>>,"biochar application (low confidence) (jeffery et al., 2016), and soil","biochar application (low confidence) (jeffery et al., 2016), and soil"
WGI,05,763,91,10,col1,|,"n2o emissions decline (medium confidence) (cayuela et al., 2014;","n2o emissions decline (medium confidence) (cayuela et al., 2014;_ in conclusion, land-based cdr methods that rely on enhanced net"
WGI,05,763,91,11,col1,|,contaminants into the soil environment are not well understood,contaminants into the soil environment are not well understood_ biogeochemical and biophysical side effects. these side effects can
WGI,05,763,91,12,col1,>>>,"(lorenz and lal, 2014). with low confidence, application of biochar","(lorenz and lal, 2014). with low confidence, application of biochar_ (directly or indirectly) strengthen or weaken the climate change"
WGI,05,763,91,13,col1,|,"can have co-benefits for soil microbial biodiversity (p. smith et al.,","can have co-benefits for soil microbial biodiversity (p. smith et al.,_ mitigation effect of a given method, or affect water quality and"
WGI,05,764,92,1,col1,|,been no change to the assessment of srocc (srocc section 5.5.1):,"been no change to the assessment of srocc (srocc section 5.5.1):_ et al., 2017; gattuso et al., 2018; gesamp, 2019; nasem, 2019)."
WGI,05,764,92,2,col1,>>>,"there is low confidence that nutrient addition to the open ocean,","there is low confidence that nutrient addition to the open ocean,"
WGI,05,764,92,3,col1,|,"either through artificial ocean upwelling or iron fertilization, could","either through artificial ocean upwelling or iron fertilization, could_ 5.6.2.2.3 geochemical cdr methods"
WGI,05,764,92,4,col2,|," cation exchange in watersheds, and so adversely affecting drinking","marshes and mangroves) and seagrass ecosystems. wider usage of_ cation exchange in watersheds, and so adversely affecting drinking"
WGI,05,764,92,5,col2,>>>," water quality (low confidence) (kaushal et al., 2018). with a medium","the term blue carbon occurs in the literature, for example, including_ water quality (low confidence) (kaushal et al., 2018). with a medium"
WGI,05,764,92,6,col2,|," confidence, amendment of soils with minerals will have lower n2o","seaweeds (macroalgae), shelf sea sediments and open ocean_ confidence, amendment of soils with minerals will have lower n2o"
WGI,05,765,93,1,col1,|,revisit the srocc (srocc section 5.5.1.2.4) conclusion that there is,revisit the srocc (srocc section 5.5.1.2.4) conclusion that there is
WGI,05,765,93,2,col1,>>>,low confidence that ocean alkalinization is a viable climate change,low confidence that ocean alkalinization is a viable climate change
WGI,05,765,93,3,col1,|,mitigation approach.,mitigation approach.
WGI,05,768,96,1,col2,|," these diverging results from a limited set of studies, there is overall","photosynthetically active radiation (par) will reduce photosynthesis._ these diverging results from a limited set of studies, there is overall"
WGI,05,768,96,2,col2,>>>, low confidence in the effect of srm on crop yields.,"however, diffuse light is more effective than direct light in accessing_ low confidence in the effect of srm on crop yields."
WGI,05,768,96,3,col2,|," consistent with the ar5 assessment, there is high confidence that","‘diffuse-radiation’ fertilization effect (mercado et al., 2009). the_ consistent with the ar5 assessment, there is high confidence that"
WGI,06,819,3,1,col1,|,"slcfs, including methane (ch4) – from 1850 up to around 1980","slcfs, including methane (ch4) – from 1850 up to around 1980_ the emissions-based erf is twice as high as the abundance-based erf"
WGI,06,819,3,2,col1,>>>,(low confidence) but oh has remained stable or exhibited,(low confidence) but oh has remained stable or exhibited_ (high confidence) attributed to chemical adjustment mainly via ozone
WGI,06,819,3,3,col1,|,a positive trend since the 1980s (medium confidence). global,a positive trend since the 1980s (medium confidence). global_ production. so2 emissions changes make the dominant contribution
WGI,06,820,4,1,col1,|,add a substantial (positive) forcing compared with the direct ozone,"add a substantial (positive) forcing compared with the direct ozone_ and even degradation (e.g., ssp3-7.0 without climate change"
WGI,06,820,4,2,col1,>>>,forcing (low confidence). {6.4.4},forcing (low confidence). {6.4.4}_ mitigation and with only weak air pollution control) (high
WGI,06,820,4,3,col1,|,"confidence). under the ssp3-7.0 scenario, pm levels are projected","confidence). under the ssp3-7.0 scenario, pm levels are projected"
WGI,06,820,4,4,col1,|,processes or atmospheric chemistry are assessed to have an,processes or atmospheric chemistry are assessed to have an_ 2100 (high confidence). without climate change mitigation but with
WGI,06,820,4,5,col1,>>>,"overall cooling effect (low confidence), that is, a total negative","overall cooling effect (low confidence), that is, a total negative_ stringent air pollution control (ssp5-8.5), pm levels decline through"
WGI,06,820,4,6,col1,|,feedback parameter of –0.20 [–0.41 to +0.01] w m–2 °c−1. these,"feedback parameter of –0.20 [–0.41 to +0.01] w m–2 °c−1. these_ 2100, but high methane levels hamper the decline in global surface"
WGI,06,820,4,7,col1,|,"involving slcfs, particularly natural emissions, is still emerging,","involving slcfs, particularly natural emissions, is still emerging,_ core ssps"
WGI,06,820,4,8,col1,>>>,resulting in low confidence in the magnitude and sign of most slcf,resulting in low confidence in the magnitude and sign of most slcf
WGI,06,820,4,9,col1,|,"climate feedback parameters. {6.2.2, 6.4.5}","climate feedback parameters. {6.2.2, 6.4.5}_ in the next two decades, it is very likely that the slcf"
WGI,06,820,4,10,col1,|,"burden (medium confidence), but stronger effects are not excluded in","burden (medium confidence), but stronger effects are not excluded in_ warming rates due to warming from methane and ozone increases"
WGI,06,820,4,11,col1,>>>,regions prone to specific meteorological conditions (low confidence).,regions prone to specific meteorological conditions (low confidence)._ and reduced aerosols due to stronger air pollution control compared
WGI,06,820,4,12,col1,>>>,"overall, there is low confidence in the response of surface ozone and","overall, there is low confidence in the response of surface ozone and_ to the ssp3-7.0 scenario. {6.7.2}"
WGI,06,820,4,13,col1,|,pm to future climate change due to the uncertainty in the response,pm to future climate change due to the uncertainty in the response
WGI,06,825,9,1,col2,|, chapter 6,short-lived climate forcers_ chapter 6
WGI,06,825,9,2,col2,>>>, remained of very low to low confidence. the ar5 also reported that,emissions decline to zero their atmospheric abundance and radiative_ remained of very low to low confidence. the ar5 also reported that
WGI,06,825,9,3,col2,|, forcing agents such as aerosols and ozone are highly heterogeneous,effects decline towards zero. the total influence of individual slcf_ forcing agents such as aerosols and ozone are highly heterogeneous
WGI,06,831,15,1,col2,|, between the pre-industrial period and the present day by 10–25%,"to reproduce bvoc emissions hotspots (wells et al., 2020). however,_ between the pre-industrial period and the present day by 10–25%"
WGI,06,831,15,2,col2,>>>, (low confidence) but historical changes in global monoterpenes and,none of the current observational approaches have yet been able to_ (low confidence) but historical changes in global monoterpenes and
WGI,06,831,15,3,col2,|, sesquiterpenes are too uncertain to provide an assessment. future,reduce the uncertainty ranges in global emissions estimates._ sesquiterpenes are too uncertain to provide an assessment. future
WGI,06,832,16,1,col1,|,confidence that atmospheric dust source and loading are sensitive to,"confidence that atmospheric dust source and loading are sensitive to_ 15% and 40% of present-day global emissions of co, nox, bc and"
WGI,06,832,16,2,col1,>>>,"changes in climate and land use, however, there is low confidence in","changes in climate and land use, however, there is low confidence in_ oc, respectively (van marle et al., 2017; hoesly et al., 2018). wildfires"
WGI,06,832,16,3,col1,|,quantitative estimates of dust emission response to climate change.,quantitative estimates of dust emission response to climate change._ also play an important role in several atmospheric chemistry–climate
WGI,06,832,16,4,col2,|, and our capacity to project future changes.,"(stanelle et al., 2014). cmip5 models were unable to capture the_ and our capacity to project future changes."
WGI,06,832,16,5,col2,>>>," overall, there is low confidence in the magnitude and changes in","dust emissions (evan et al., 2014), however, more recent esms with_ overall, there is low confidence in the magnitude and changes in"
WGI,06,832,16,6,col2,|, marine aerosol emissions in response to shifts in climate and marine,process-based dust emissions schemes that account for changes in_ marine aerosol emissions in response to shifts in climate and marine
WGI,06,841,25,1,col2,|," satellite data from 2002–2010, but biases in instruments rendered","and nmvocs. reaction with oh is the primary sink of co with_ satellite data from 2002–2010, but biases in instruments rendered"
WGI,06,841,25,2,col2,>>>, low confidence in this trend. the ar5 also indicated a small co,a smaller contribution from dry deposition._ low confidence in this trend. the ar5 also indicated a small co
WGI,06,841,25,3,col2,|, estimates. new analysis of co trends performed since ar5 and based,"since ar5, advances in satellite retrievals (e.g., worden et al.,_ estimates. new analysis of co trends performed since ar5 and based"
WGI,06,848,32,1,col2,|, 20% of total oa burden. that would give brc a burden similar to,continues to rely on global models due to a lack of global-scale_ 20% of total oa burden. that would give brc a burden similar to
WGI,06,848,32,2,col2,>>>," that of bc (low confidence), enhancing the overall forcing exerted by","observations. for bc, models agree within a factor of two with_ that of bc (low confidence), enhancing the overall forcing exerted by"
